Date,Open,High,Low,Close,Volume
11-Jul-16,121.69,122.12,121.46,122.00,4266347
8-Jul-16,121.22,121.69,121.08,121.31,3809635
7-Jul-16,120.89,121.24,120.41,120.92,3621346
6-Jul-16,119.29,120.96,119.00,120.63,5102758
5-Jul-16,120.12,120.80,120.10,120.76,5191103
1-Jul-16,119.72,120.86,119.66,120.40,3798100
30-Jun-16,119.68,120.45,119.30,120.34,4808068
29-Jun-16,119.16,119.96,119.00,119.49,5020404
28-Jun-16,117.20,118.64,116.83,118.50,6172978
27-Jun-16,118.16,118.16,116.08,116.30,14159800
24-Jun-16,118.76,121.11,118.29,119.44,6985935
23-Jun-16,121.48,121.75,120.64,121.21,3832757
22-Jun-16,121.31,121.45,120.05,120.62,6578905
21-Jun-16,123.92,124.00,122.31,122.63,4749755
20-Jun-16,123.32,124.08,123.27,123.42,5951035
17-Jun-16,122.23,122.71,121.42,122.27,8331396
16-Jun-16,121.84,122.63,120.95,122.47,3931956
15-Jun-16,123.19,123.32,122.13,122.25,4168099
14-Jun-16,122.54,123.19,121.93,122.51,6351355
13-Jun-16,121.95,123.96,121.85,122.99,5436736
10-Jun-16,121.80,122.66,121.61,122.36,4347385
9-Jun-16,122.07,123.09,122.07,122.79,4583522
8-Jun-16,121.98,122.49,120.89,122.11,3925901
7-Jun-16,122.34,123.38,121.90,121.90,4562104
6-Jun-16,121.79,122.17,121.20,122.00,4901956
3-Jun-16,121.09,121.67,120.34,121.35,4643011
2-Jun-16,120.70,121.51,120.55,121.17,4740240
1-Jun-16,121.60,122.74,121.50,121.97,5057195
31-May-16,123.30,123.41,121.62,122.06,7995178
27-May-16,124.27,124.68,123.12,123.25,3220817
26-May-16,123.38,123.98,123.23,123.79,3709787
25-May-16,123.75,123.99,123.03,123.26,5305724
24-May-16,123.39,124.77,123.01,123.95,4494068
23-May-16,122.76,123.73,122.47,122.81,7077225
20-May-16,124.74,125.00,122.14,122.56,9732235
19-May-16,125.48,125.60,124.68,125.29,6254504
18-May-16,127.05,127.47,125.73,126.21,7293117
17-May-16,129.60,129.97,127.30,127.69,5820763
16-May-16,128.51,129.73,128.05,129.64,4343215
13-May-16,129.74,130.16,128.71,128.83,6162402
12-May-16,129.74,130.54,129.16,130.12,4286808
11-May-16,131.24,131.62,129.14,129.14,6874179
10-May-16,130.85,131.96,130.85,131.60,4076687
9-May-16,130.65,131.50,130.35,130.83,5004256
6-May-16,129.38,130.58,128.59,130.58,4417097
5-May-16,129.31,129.98,129.00,129.28,4519732
4-May-16,127.57,130.43,127.57,129.33,6613180
3-May-16,127.40,128.99,127.38,128.40,4040741
2-May-16,126.65,128.22,126.50,128.20,4823184
29-Apr-16,127.93,127.93,126.10,126.49,6270760
28-Apr-16,127.86,128.85,127.44,127.92,3385547
27-Apr-16,127.94,128.56,127.78,128.30,4435386
26-Apr-16,127.42,128.34,127.03,127.71,4081315
25-Apr-16,125.07,127.53,125.01,127.46,6975113
22-Apr-16,128.17,128.40,125.36,125.50,9302586
21-Apr-16,128.55,128.75,125.60,125.79,7927205
20-Apr-16,129.31,129.80,128.51,128.55,5002274
19-Apr-16,128.91,129.35,128.12,128.86,4605325
18-Apr-16,127.95,128.91,127.68,128.85,4524251
15-Apr-16,127.08,128.04,126.96,127.78,3098381
14-Apr-16,127.14,128.09,127.04,127.51,4812444
13-Apr-16,127.71,127.92,126.08,126.89,4978440
12-Apr-16,128.08,128.28,126.89,127.61,5205450
11-Apr-16,128.35,128.69,127.45,127.56,6967387
8-Apr-16,128.28,128.74,127.28,127.96,3624278
7-Apr-16,127.37,128.52,127.02,128.14,4713337
6-Apr-16,127.47,127.69,126.84,127.52,5619540
5-Apr-16,126.84,127.78,126.39,127.38,6279899
4-Apr-16,127.05,127.87,126.88,127.57,4238231
1-Apr-16,125.19,127.39,124.87,127.02,5210636
31-Mar-16,126.15,126.96,125.61,125.68,7679618
30-Mar-16,124.90,126.10,124.60,125.83,4845136
29-Mar-16,123.43,124.57,123.34,123.97,7187634
28-Mar-16,124.00,124.20,123.12,123.17,4775803
24-Mar-16,123.69,124.00,122.66,123.29,5796994
23-Mar-16,124.10,125.00,123.86,124.19,4129873
22-Mar-16,123.79,124.39,123.56,123.82,3484693
21-Mar-16,123.66,124.50,123.05,123.81,4041301
18-Mar-16,123.43,124.12,122.75,124.08,14727122
17-Mar-16,123.27,123.85,123.11,123.16,6096408
16-Mar-16,123.33,124.06,122.67,123.52,6708901
15-Mar-16,122.30,123.76,122.21,123.43,5061379
14-Mar-16,121.81,123.49,121.45,122.90,7910720
11-Mar-16,120.49,122.01,120.36,121.55,7036711
10-Mar-16,119.91,120.86,118.66,119.98,6171431
9-Mar-16,119.24,120.20,118.46,119.64,6424249
8-Mar-16,116.21,119.08,116.21,118.42,6221599
7-Mar-16,117.03,117.57,116.12,117.15,5635944
4-Mar-16,116.72,117.45,115.90,117.18,5834292
3-Mar-16,117.48,117.48,115.32,116.69,9128701
2-Mar-16,118.56,118.73,117.66,118.48,4263799
1-Mar-16,117.91,119.19,117.77,118.85,4731139
29-Feb-16,116.80,118.36,116.71,117.19,6265988
26-Feb-16,117.98,118.27,116.17,117.06,5190277
25-Feb-16,117.43,118.50,117.16,118.37,6032129
24-Feb-16,116.32,117.33,115.80,117.06,5346989
23-Feb-16,117.35,118.15,116.85,116.90,5245846
22-Feb-16,117.33,118.16,116.87,117.67,6187593
19-Feb-16,117.00,117.35,115.81,116.53,10744738
18-Feb-16,118.81,119.46,116.93,117.17,9704961
17-Feb-16,119.18,119.40,116.72,118.64,12717518
16-Feb-16,118.42,119.18,117.60,119.18,10510953
12-Feb-16,116.72,118.33,116.10,117.93,8534917
11-Feb-16,115.74,117.50,115.69,116.73,7523670
10-Feb-16,118.02,118.53,117.26,117.54,5716552
9-Feb-16,115.54,117.80,115.35,117.01,7496672
8-Feb-16,114.05,116.36,112.71,116.05,11299518
5-Feb-16,120.65,120.65,114.96,115.40,13222990
4-Feb-16,121.04,121.24,118.72,120.66,7577192
3-Feb-16,124.36,124.58,120.84,121.47,9289788
2-Feb-16,124.05,124.34,123.10,123.95,7633214
1-Feb-16,123.08,124.83,123.02,124.61,6186614
29-Jan-16,122.77,124.35,122.75,123.78,10321219
28-Jan-16,121.10,122.60,120.20,122.38,7456467
27-Jan-16,120.88,121.62,119.83,120.87,7081277
26-Jan-16,119.60,121.30,119.00,120.43,8275222
25-Jan-16,121.85,121.90,118.20,119.20,15108925
22-Jan-16,118.44,118.75,117.37,118.40,9005647
21-Jan-16,116.51,118.44,115.79,117.84,9826175
20-Jan-16,116.97,118.00,114.38,115.78,11903252
19-Jan-16,116.63,117.71,115.96,117.50,9120214
15-Jan-16,114.26,116.45,114.21,115.18,10148438
14-Jan-16,115.59,117.13,113.00,116.62,9055005
13-Jan-16,117.69,117.87,115.08,115.12,6956724
12-Jan-16,117.03,117.74,116.17,117.44,5639728
11-Jan-16,115.65,117.06,115.58,116.69,6392820
8-Jan-16,115.75,117.47,115.26,115.48,6103431
7-Jan-16,117.44,117.97,115.59,115.66,7477876
6-Jan-16,118.00,119.27,117.81,118.40,6543760
5-Jan-16,117.41,119.23,117.29,119.20,6314015
4-Jan-16,117.25,117.73,115.87,117.58,9694609
31-Dec-15,118.82,119.18,117.94,118.14,3723186
30-Dec-15,119.64,119.99,119.22,119.43,2400802
29-Dec-15,119.00,120.23,118.82,120.07,3213942
28-Dec-15,118.10,118.90,118.05,118.75,2777327
24-Dec-15,118.75,118.99,118.50,118.57,1659340
23-Dec-15,118.02,118.85,117.75,118.80,3641874
22-Dec-15,117.96,118.04,116.64,117.72,4091991
21-Dec-15,116.96,117.74,116.61,117.69,3344606
18-Dec-15,116.74,117.28,115.89,116.66,11238875
17-Dec-15,118.34,118.90,117.49,117.50,5275921
16-Dec-15,117.49,118.75,116.49,117.84,6306287
15-Dec-15,117.50,118.24,116.84,116.93,6118270
14-Dec-15,116.17,117.07,114.65,116.26,7642742
11-Dec-15,115.86,116.61,115.62,116.08,5736380
10-Dec-15,116.61,117.51,116.20,117.20,5299897
9-Dec-15,116.21,117.30,115.90,116.58,7604711
8-Dec-15,115.95,116.86,115.26,116.53,4814227
7-Dec-15,115.81,116.51,115.75,116.42,4810666
4-Dec-15,113.75,116.39,113.42,116.20,7778164
3-Dec-15,113.61,114.44,112.91,113.39,6558595
2-Dec-15,114.10,114.27,113.45,113.72,5686431
1-Dec-15,114.52,114.93,113.79,114.45,5317686
30-Nov-15,114.38,114.49,113.56,114.16,7368118
27-Nov-15,113.71,114.39,113.53,114.23,2763685
25-Nov-15,114.27,114.92,113.95,114.40,7477153
24-Nov-15,113.90,114.56,113.36,114.28,5534798
23-Nov-15,114.01,114.90,113.91,114.47,4941241
20-Nov-15,113.36,114.17,113.19,113.91,6448687
19-Nov-15,112.53,113.71,112.30,113.30,5253525
18-Nov-15,111.30,112.59,110.84,112.53,5176872
17-Nov-15,111.04,111.82,110.46,110.94,6014155
16-Nov-15,109.85,111.06,109.60,111.06,6729554
13-Nov-15,111.85,112.36,109.91,109.97,8312707
12-Nov-15,113.50,113.74,112.06,112.11,5676578
11-Nov-15,113.67,114.43,113.54,113.85,8394168
10-Nov-15,112.77,114.99,110.75,113.22,12558362
9-Nov-15,113.45,113.48,112.40,112.93,8420732
6-Nov-15,112.40,113.44,112.16,113.31,4598317
5-Nov-15,112.60,113.45,112.15,112.85,4990503
4-Nov-15,112.19,112.53,111.31,112.40,6791526
3-Nov-15,111.92,112.31,111.27,112.08,4557500
2-Nov-15,112.46,112.84,111.23,112.11,5599082
30-Oct-15,112.88,113.29,112.25,112.25,6395762
29-Oct-15,112.66,112.95,111.89,112.62,3745884
28-Oct-15,111.69,112.95,111.40,112.94,4378108
27-Oct-15,112.27,112.35,110.59,111.64,8900970
26-Oct-15,112.23,113.96,111.82,112.18,11274400
23-Oct-15,111.18,112.87,111.10,112.59,11636564
22-Oct-15,110.40,111.00,108.38,110.87,25004228
21-Oct-15,103.98,104.25,102.08,102.54,7979647
20-Oct-15,104.05,104.35,103.42,103.84,4868407
19-Oct-15,104.24,105.15,104.15,104.49,6742684
16-Oct-15,104.72,105.01,103.41,104.82,6749182
15-Oct-15,102.57,105.20,101.60,103.66,10068613
14-Oct-15,104.15,104.93,102.43,102.82,9074293
13-Oct-15,102.85,103.51,102.63,103.38,4309214
12-Oct-15,102.68,103.31,102.51,103.24,3321015
9-Oct-15,103.00,103.44,102.27,102.76,5565677
